id_municipio,numero_obitos,numero_suicidios,populacao
1304203,134,3,62021
1304237,16,0,18782
1304260,28,0,13428
1304302,35,1,16968
1304401,41,0,22148
1400027,50,2,11560
1400050,73,2,15933
1400100,418,5,332020
1400159,57,1,11945
1400175,69,2,16877
1400209,67,0,20807
1400233,35,0,9493
1400282,24,0,10859
1400308,53,2,16852
1400407,38,0,10527
1400456,44,2,12375
1400472,91,1,28215
1400506,20,0,7740
1400605,20,2,7597
1400704,40,1,9836
1500107,216,2,153380
1500131,35,0,7231
1500206,119,1,54096
1500305,64,0,38144
1500347,39,0,26682
1500404,115,1,55246
1500503,91,1,33195
1500602,254,2,111435
1500701,49,0,28466
1500800,530,5,516057
1500859,70,0,27096
1500909,102,1,44734
1500958,64,1,30471
1501006,39,0,15947
1501105,42,0,29808
1501204,86,1,46110
1501253,16,0,3200
1501303,193,3,121190
1501402,964,13,1452275
1501451,59,1,17249
1501501,153,1,60990
1501576,51,1,16517
1501600,43,0,15834
1501709,198,1,124184
1501725,55,3,14689
1501758,20,0,7182
1501782,98,1,64194
1501808,150,1,99896
1501907,71,0,28331
1501956,52,1,32947
1502004,45,0,23110
1502103,202,2,134100
1502152,104,1,36027
1502202,154,2,67150
1502301,115,0,52839
1502400,328,6,195253
1502509,23,0,23066
1502608,43,0,11759
1502707,124,1,46571
1502756,66,0,32395
1502764,27,0,13093
1502772,64,1,17453
1502806,49,1,33490
1502855,28,0,13996
1502905,108,0,38959
1502939,112,2,58071
1502954,84,2,32892
1503002,17,0,7009
1503044,57,2,19746
1503077,64,0,25363
1503093,100,1,39352
1503101,46,0,32458
1503200,98,1,37753
1503309,115,0,60994
1503408,37,0,11388
1503457,81,1,62237
1503507,98,1,31673
1503606,230,7,98523
1503705,113,0,51835
1503754,57,1,8059
1503804,135,4,57526
1503903,103,1,56325
1504000,56,0,28138
1504059,106,1,29260
1504109,37,0,8316
1504208,405,6,271594
1504307,86,0,28679
1504406,84,2,27569
1504422,209,3,127858
1504455,68,1,30726
1504505,43,0,26897
1504604,72,3,30277
1504703,125,1,79825
1504752,49,0,15646
1504802,142,3,56466
1504901,61,0,39231
1504950,54,2,20789
1504976,50,0,16221
1505007,42,1,14942
1505031,84,3,25071
1505064,143,2,73802
1505106,113,1,50727
1505205,71,1,31619
1505304,131,1,71078
1505403,58,0,17356
1505437,92,1,31921
1505486,97,1,46383
1505494,25,1,7386
1505502,225,2,110026
1505536,305,5,202356
1505551,35,0,5341
1505601,34,1,7860
1505635,35,0,12632
1505650,41,1,30109
1505700,57,0,30219
1505809,90,1,60322
1505908,67,0,39991
1506005,58,0,29067
1506104,47,0,10534
1506112,37,0,13237
1506138,175,3,82464
1506161,70,2,17705
1506187,109,1,50925
1506195,66,0,49093
1506203,115,0,39569
1506302,75,0,23096
1506351,66,0,20492
1506401,26,0,9845
1506500,144,2,68836
1506559,58,0,19316
1506583,34,0,20849
1506609,77,2,24186
1506708,94,1,70764
1506807,375,2,296302
1506906,20,0,6526
1507003,92,1,30611
1507102,53,2,17563
1507151,85,1,24859
1507201,73,1,31123
1507300,125,2,124806
1507409,65,3,15454
1507458,81,1,24188
1507466,25,0,5970
1507474,65,1,22415
1507508,42,1,13616
1507607,128,3,57364
1507706,69,0,25904
1507755,22,1,5766
1507805,41,0,11357
1507904,64,0,24682
1507953,150,5,103321
1507961,45,0,11399
1507979,41,1,18257
1508001,147,0,61709
1508035,84,2,30108
1508050,46,1,18469
1508084,80,1,38508
1508100,214,1,110516
1508126,77,1,57525
1508159,91,2,44258
1508209,128,2,52216
1508308,122,1,59735
1508357,60,1,14719
1508407,133,0,43530
1600055,7,0,5111
1600105,18,0,8757
1600154,24,2,15125
1600204,16,0,10525
1600212,14,0,5637
1600238,16,0,7270
1600253,7,0,5172
1600279,101,1,47554
1600303,457,6,474706
1600402,49,1,20387
1600501,60,1,25514
1600535,41,1,20611
1600550,6,0,4779
1600600,202,2,115471
1600709,35,0,16112
1600808,38,0,14991
1700251,7,0,2571
1700301,23,0,6460
1700350,43,0,5527
1700400,43,0,7273
1700707,48,1,8516
1701002,37,1,9749
1701051,10,0,3423
1701101,24,2,4726
1701309,17,2,5865
1701903,34,0,7003
1702000,39,1,8692
1702109,331,6,175960
1702158,19,0,5645
1702208,88,0,35216
1702307,28,0,6756
1702406,51,2,10727
1702554,67,0,18089
1702703,24,0,3735
1702901,64,1,9776
1703008,26,0,10752
1703057,16,0,3500
1703073,23,0,4544
1703107,34,0,5643
1703206,18,0,4518
1703305,18,0,4700
1703602,9,0,2199
1703701,36,0,5499
1703800,30,0,11135
1703826,9,0,2276
1703842,27,0,9795
1703867,15,0,4296
1703883,19,0,2555
1703891,20,0,4055
1703909,17,0,5265
1704105,13,0,2866
1704600,7,0,1407
1705102,12,0,3364
1705508,115,0,34839
1705557,18,0,4874
1705607,21,0,4179
1706001,17,0,5529
1706100,41,3,7374
1706258,7,0,1708
1706506,26,1,5988
1707009,71,2,21738
1707108,34,1,6868
1707207,31,0,7286
1707306,19,1,4727
1707405,30,1,10793
1707553,13,0,3879
1707652,37,0,5352
1707702,33,0,8893
1708205,76,1,18684
1708254,20,0,2584
1708304,25,3,5153
1709005,44,1,12973
1709302,82,2,25642
1709500,198,2,85523
1709807,8,0,1955
1710508,46,1,7456
1710706,27,1,5980
1710904,20,0,3772
1711100,11,0,2465
1711506,18,0,3821
1711803,8,0,2229
1711902,54,1,12808
1711951,14,1,4191
1712009,13,0,3092
1712157,9,0,1875
1712405,17,0,3787
1712454,12,0,3038
1712504,27,1,5054
1712702,12,0,2614
1712801,19,0,3409
1713205,80,1,19055
1713304,61,1,13426
1713601,26,1,7770
1713700,15,0,2264
1713809,28,0,6535
1713957,19,1,3507
1714203,59,2,9312
1714302,22,0,4060
1714880,45,0,11715
1715002,19,0,4203
1715101,14,1,4267
1715150,13,1,2353
1715259,16,0,2697
1715507,7,0,1110
1715705,23,0,5859
1715754,31,1,7687
1716109,144,5,50360
1716208,44,1,10562
1716307,21,1,4853
1716505,45,2,13288
1716604,35,2,11591
1716653,19,0,5453
1716703,37,1,8409
1717008,26,1,4520
1717206,11,0,3044
1717503,41,1,7536
1717800,24,0,4645
1717909,34,0,7949
1718006,11,0,3102
1718204,148,1,52828
1718303,21,0,8365
1718402,14,0,3733
1718451,13,0,2650
1718501,14,0,4230
1718550,13,0,4601
1718659,10,0,2061
1718709,13,0,2810
1718758,27,2,6512
1718808,22,0,4579
1718840,18,1,3410
1718865,28,0,7402
1718881,8,0,3356
1718899,8,0,2343
1718907,16,2,4833
1719004,17,0,2825
1720002,9,1,2550
1720101,23,0,5231
1720150,7,0,1571
1720200,43,0,11906
1720259,8,1,3084
1720309,29,1,4749
1720499,32,1,4111
1720655,28,0,5399
1720804,37,0,9192
1720853,10,0,1941
1720903,49,0,16530
1720937,8,0,2130
1720978,9,0,2777
1721000,351,3,286787
1721109,26,0,7460
1721208,92,2,23119
1721257,13,0,1843
1721307,8,0,2574
1722081,47,1,11677
1722107,46,0,11683
2100055,230,2,111339
2100105,31,0,6486
2100154,33,0,12457
2100204,52,0,21673
2100303,69,1,26387
2100402,23,0,8070
2100436,90,1,26872
2100477,80,0,31312
2100501,47,1,11001
2100550,14,0,6895
2100600,106,0,41106
2100709,73,2,27352
2100808,43,1,15696
2100832,49,0,18374
2100873,29,0,15332
2100907,93,0,46074
2100956,84,2,32145
2101004,87,0,29388
2101103,31,0,11975
2101202,206,2,103359
2101251,55,1,17053
2101301,61,1,17435
2101350,18,0,5574
2101400,173,3,94779
2101509,92,2,18619
2101608,168,3,87135
2101707,128,0,62458
2101731,26,0,7422
2101772,47,0,11103
2101806,26,1,5528
2101905,73,0,20881
2101939,13,0,5973
2101970,14,0,9320
2102002,100,1,41120
2102036,82,1,34278
2102077,35,1,16214
2102101,92,2,36102
2102150,25,1,8696
2102200,82,2,28306
2102309,64,4,23495
2102325,144,1,71979
2102358,49,0,15180
2102374,26,0,8930
2102408,37,1,11019
2102507,44,2,19110
2102556,62,1,14219
2102606,34,0,19943
2102705,52,0,21759
2102754,52,1,10713
2102804,89,2,23803
2102903,64,1,23576
2103000,279,4,162657
2103109,34,1,10490
2103125,28,2,8615
2103158,29,0,13555
2103174,36,0,21565
2103208,177,1,78965
2103257,42,0,14539
2103307,224,2,120810
2103406,139,1,48756
2103505,107,1,40575
2103554,35,0,16192
2103604,161,1,64403
2103703,101,1,30706
2103752,53,2,12659
2103802,88,1,22912
2103901,34,0,11208
2104008,71,2,16653
2104057,109,1,42110
2104073,27,2,8372
2104081,28,0,10326
2104099,46,1,18997
2104107,45,0,12403
2104206,48,1,15262
2104305,21,0,11830
2104404,53,1,17586
2104503,36,0,10700
2104552,62,1,18316
2104602,41,0,16582
2104628,31,0,7708
2104651,27,1,9921
2104677,73,1,24991
2104701,34,0,6134
2104800,167,5,69232
2104909,38,0,11728
2105005,61,0,28509
2105104,64,0,26835
2105153,53,0,14147
2105203,48,1,11206
2105302,396,7,254569
2105351,41,1,16009
2105401,152,2,67726
2105427,63,2,25589
2105450,24,1,10221
2105476,51,2,16321
2105500,79,0,23042
2105609,56,1,15891
2105658,24,0,3237
2105708,102,1,49856
2105807,46,1,10672
2105906,55,1,16025
2105922,34,0,11048
2105948,39,1,8664
2105963,35,0,11286
2105989,22,0,7489
2106003,53,0,11695
2106102,37,0,12009
2106201,16,0,6867
2106300,40,0,19779
2106326,56,0,21293
2106359,11,0,7604
2106375,42,2,16366
2106409,48,0,16745
2106508,65,1,23091
2106607,83,2,33374
2106631,23,0,16908
2106672,15,0,8326
2106706,45,1,20613
2106755,70,1,28456
2106805,56,0,14744
2106904,82,0,33156
2107001,40,1,8889
2107100,41,0,19282
2107209,41,0,14489
2107258,17,0,5350
2107308,20,1,4586
2107357,41,2,20768
2107407,43,2,19206
2107456,39,1,14637
2107506,212,2,122420
2107605,54,2,19424
2107704,71,3,21116
2107803,87,1,34375
2107902,64,0,18839
2108009,65,1,19271
2108058,47,0,15937
2108108,58,0,20657
2108207,141,3,38365
2108256,50,2,25000
2108306,85,1,38144
2108405,28,0,14074
2108454,79,0,23019
2108504,117,2,32488
2108603,175,2,82374
2108702,74,1,20861
2108801,56,1,18413
2108900,63,0,17023
2109007,72,0,23760
2109056,19,0,5819
2109106,123,0,47239
2109205,29,0,12656
2109239,24,2,6968
2109270,56,2,18797
2109304,37,1,11474
2109403,28,0,15207
2109452,74,2,30863
2109502,80,3,19701
2109551,33,2,7691
2109601,121,1,42314
2109700,18,1,5568
2109759,21,0,7708
2109809,80,4,41891
2109908,224,3,88013
2110005,145,1,71576
2110039,72,1,24946
2110104,74,0,25334
2110203,87,1,37090
2110237,28,0,13395
2110278,34,0,15853
2110302,36,0,14222
2110401,44,0,18377
2110500,90,1,46039
2110609,75,1,28208
2110658,29,0,7291
2110708,95,3,33691
2110807,17,1,4453
2110856,41,0,11808
2110906,41,0,11976
2111003,66,2,20307
2111029,30,0,15450
2111052,40,1,10977
2111078,50,1,18345
2111102,102,3,25520
2111201,299,2,176418
2111250,27,0,7484
2111300,884,10,1091868
2111409,63,3,18247
2111508,125,1,40992
2111532,40,0,12511
2111573,19,0,4601
2111607,69,0,18680
2111631,13,0,4946
2111672,16,0,6704
2111706,63,1,20913
2111722,19,0,13949
2111748,34,0,11042
2111763,74,1,13877
2111789,23,0,11040
2111805,48,1,17851
2111904,27,0,10416
2111953,32,0,5571
2112001,30,0,8455
2112100,73,1,28635
2112209,268,4,167619
2112233,68,2,21749
2112274,24,1,5746
2112308,131,1,41342
2112407,75,2,35063
2112456,47,0,25533
2112506,114,0,58605
2112605,60,2,33038
2112704,125,1,56511
2112803,125,1,51738
2112852,38,1,13480
2112902,99,3,32267
2113009,99,4,30879
2114007,128,1,51084
2200053,22,0,6966
2200103,33,1,5062
2200202,73,1,17119
2200251,39,1,7526
2200277,21,0,4838
2200301,43,1,14070
2200400,130,1,39864
2200459,20,1,5326
2200509,63,3,17322
2200608,38,0,6684
2200707,30,0,9705
2200806,21,0,3114
2200905,28,1,5748
2200954,11,0,2511
2201002,25,0,4656
2201051,15,0,7717
2201101,37,2,11503
2201150,28,1,11375
2201176,19,0,3889
2201200,117,2,46291
2201309,15,1,3294
2201408,30,0,6925
2201507,76,1,26421
2201556,21,1,3947
2201572,14,0,3503
2201606,55,0,10037
2201705,30,1,5413
2201739,25,0,6106
2201770,21,1,6663
2201804,27,0,4428
2201903,85,1,24711
2201919,31,0,5535
2201929,19,0,5577
2201945,28,0,6300
2201960,38,0,8192
2201988,19,1,3823
2202000,82,1,19464
2202026,22,1,8108
2202059,41,0,10406
2202075,16,0,3497
2202083,29,0,7510
2202091,18,0,5684
2202109,31,1,5522
2202117,19,1,4957
2202133,25,0,5842
2202174,30,1,7154
2202208,146,4,46082
2202251,16,1,3892
2202307,90,4,20831
2202406,42,0,11229
2202455,18,1,4033
2202505,34,0,10729
2202539,29,1,5769
2202554,19,0,4982
2202604,87,3,19410
2202653,17,0,5330
2202703,94,0,27338
2202711,28,0,4812
2202729,18,0,6054
2202737,23,1,3953
2202752,22,0,6372
2202778,30,0,7536
2202802,22,1,4726
2202851,30,1,4608
2202901,89,1,26205
2203008,24,1,8154
2203107,34,0,10253
2203206,49,1,11190
2203230,12,0,4871
2203255,26,1,4367
2203271,22,1,5251
2203305,72,0,13595
2203354,21,0,6896
2203404,30,1,6790
2203420,30,0,4287
2203453,31,1,9404
2203503,65,1,14383
2203602,23,1,4834
2203701,112,4,39078
2203750,24,1,5220
2203800,22,0,4393
2203859,17,0,2518
2203909,192,1,58969
2204006,23,0,5264
2204105,26,0,4288
2204154,13,0,3128
2204204,35,0,9154
2204303,40,1,11432
2204352,29,0,5352
2204402,33,0,10522
2204501,42,0,10335
2204550,15,1,4489
2204600,15,1,3816
2204659,51,1,9268
2204709,57,3,15065
2204808,38,1,9649
2204907,42,1,8428
2205003,56,0,11343
2205102,38,0,10845
2205151,19,0,5656
2205201,63,1,18782
2205250,16,1,4430
2205276,24,1,4786
2205300,31,1,4384
2205359,12,0,2961
2205409,56,1,14123
2205458,13,0,5350
2205508,115,1,38550
2205516,24,0,5391
2205524,16,0,5534
2205532,12,0,4683
2205540,14,0,2796
2205557,35,0,8395
2205565,22,1,4582
2205573,24,0,6646
2205581,11,1,3996
2205599,17,0,5087
2205607,23,0,5217
2205706,97,0,29792
2205805,79,2,25082
2205854,23,0,8170
2205904,24,0,5266
2205953,36,1,8342
2206001,21,1,4478
2206050,26,0,6338
2206100,39,0,10759
2206209,109,2,33209
2206308,8,1,1228
2206357,31,0,6511
2206407,52,1,10409
2206506,38,1,7621
2206605,35,2,10448
2206654,15,0,4066
2206670,22,0,6684
2206696,36,0,8997
2206704,45,0,7231
2206720,40,2,8425
2206753,21,0,4786
2206803,32,1,8547
2206902,37,0,6466
2206951,14,0,2940
2207009,118,2,36432
2207108,8,0,2417
2207207,31,1,6758
2207306,20,1,4065
2207355,11,0,3333
2207405,21,0,4967
2207504,50,1,14295
2207553,23,0,3886
2207603,26,1,10613
2207702,296,3,150547
2207751,21,0,4500
2207777,32,0,6288
2207793,19,0,3975
2207801,74,1,20192
2207850,18,1,3623
2207900,120,3,38127
2207934,10,1,2495
2207959,18,2,4302
2208007,200,5,76928
2208106,46,1,11935
2208205,74,1,18125
2208304,112,2,28312
2208403,190,5,62733
2208502,38,0,12358
2208551,10,0,2664
2208601,12,0,3103
2208650,38,2,8842
2208700,38,1,8634
2208809,63,0,17698
2208858,8,0,4246
2208874,15,0,4403
2208908,27,0,7214
2209005,20,1,6331
2209104,29,2,6140
2209153,16,0,3952
2209203,28,2,6156
2209302,25,0,5761
2209351,30,2,4559
2209377,25,0,5175
2209401,37,1,6305
2209450,6,0,2125
2209500,18,0,3731
2209559,22,0,4377
2209609,15,0,2901
2209658,31,0,5657
2209708,26,0,6324
2209757,9,1,2988
2209807,29,2,4931
2209856,27,0,4534
2209872,33,1,5938
2209906,31,1,6050
2209955,22,1,4762
2209971,33,1,7847
2210003,81,1,20258
2210052,24,1,5260
2210102,18,0,3689
2210201,42,3,6602
2210300,28,1,6261
2210359,26,1,4501
2210375,7,0,2602
2210383,9,0,2413
2210391,14,0,2991
2210409,60,3,17395
2210508,67,2,14056
2210607,114,2,34109
2210623,12,1,3421
2210631,13,0,4224
2210656,40,0,9880
2210706,41,1,14398
2210805,58,0,12488
2210904,23,1,4500
2210938,35,1,6612
2210953,13,0,2870
2210979,13,0,2719
2211001,703,11,850198
2211100,111,1,43761
2211209,86,3,21188
2211308,69,2,20588
2211357,19,0,4873
2211407,21,0,4325
2211506,22,1,3029
2211605,22,0,2931
2211704,17,0,4390
2300101,41,0,11605
2300150,61,0,16543
2300200,158,5,62199
2300309,150,2,53572
2300408,55,1,17194
2300507,42,0,11459
2300606,37,1,7479
2300705,66,0,16976
2300754,96,1,42901
2300804,43,1,7278
2300903,64,2,14719
2301000,217,1,79128
2301109,176,2,73629
2301208,100,0,26269
2301257,59,0,10823
2301307,58,1,21398
2301406,48,0,11244
2301505,30,0,7777
2301604,90,2,23254
2301703,86,2,24496
2301802,32,0,6228
2301851,69,1,18027
2301901,183,5,59811
2301950,83,1,20978
2302008,73,2,22440
2302057,55,1,14880
2302107,118,0,35351
2302206,139,1,53110
2302305,104,1,32378
2302404,128,3,54049
2302503,149,2,48830
2302602,171,3,62985
2302701,92,0,27209
2302800,212,4,77514
2302909,60,1,17668
2303006,63,1,22320
2303105,68,0,18660
2303204,105,3,26892
2303303,80,1,18804
2303402,71,0,17631
2303501,209,2,71079
2303600,54,0,20451
2303659,47,2,10365
2303709,449,5,362223
2303808,108,1,25063
2303907,53,2,12952
2303931,45,1,13384
2303956,85,2,19197
2304004,89,1,23107
2304103,193,4,74426
2304202,262,4,130604
2304236,88,3,17874
2304251,89,2,23983
2304269,51,2,9521
2304277,43,1,7163
2304285,170,1,52667
2304301,72,1,18720
2304350,76,0,24047
2304400,1421,27,2627482
2304459,58,2,16272
2304509,59,2,13669
2304608,37,0,6922
2304657,74,0,15307
2304707,149,7,54365
2304806,22,0,4425
2304905,54,2,11012
2304954,75,1,26331
2305001,134,3,39445
2305100,18,0,3547
2305209,97,3,20215
2305233,155,3,65928
2305266,56,1,13218
2305308,113,1,24825
2305332,49,1,12350
2305357,67,1,19685
2305407,170,2,67486
2305506,231,1,102614
2305605,94,3,25967
2305654,67,0,11499
2305704,57,1,12349
2305803,123,4,41576
2305902,126,2,37896
2306009,70,1,14125
2306108,86,1,23858
2306207,42,1,7738
2306256,122,1,39310
2306306,155,1,51945
2306405,245,2,127465
2306504,63,0,20014
2306553,140,2,41230
2306603,80,1,20675
2306702,72,1,17958
2306801,56,1,11295
2306900,114,2,34448
2307007,100,1,33740
2307106,103,1,27076
2307205,33,0,7847
2307254,62,1,19510
2307304,393,4,270383
2307403,85,1,24597
2307502,93,1,31335
2307601,172,3,58915
2307635,67,3,19800
2307650,378,4,224804
2307700,230,4,126486
2307809,90,1,26981
2307908,45,1,11082
2308005,136,3,38210
2308104,111,3,46548
2308203,58,1,14948
2308302,108,1,28231
2308351,69,1,13136
2308377,57,1,13583
2308401,115,2,35409
2308500,141,1,43735
2308609,68,1,17038
2308708,190,4,61548
2308807,39,0,8636
2308906,62,1,22222
2309003,96,1,14377
2309102,47,1,12831
2309201,59,0,15433
2309300,137,1,32035
2309409,104,3,28353
2309458,101,1,25394
2309508,88,1,21292
2309607,189,1,70911
2309706,179,2,82824
2309805,64,0,11960
2309904,30,0,6202
2310001,47,1,9285
2310100,54,1,13145
2310209,133,2,33894
2310258,103,0,32515
2310308,117,2,31137
2310407,44,1,11578
2310506,120,1,42841
2310605,48,1,8956
2310704,112,2,37077
2310803,74,4,16163
2310852,85,1,20644
2310902,65,0,16731
2310951,31,1,10784
2311009,43,0,12243
2311108,67,1,14921
2311207,35,0,10918
2311231,27,1,6356
2311264,74,2,20860
2311306,190,3,86605
2311355,82,2,14860
2311405,208,2,78658
2311504,70,2,21876
2311603,121,2,27441
2311702,92,2,18769
2311801,207,2,76475
2311900,65,1,15678
2311959,59,2,16331
2312007,99,2,32023
2312106,69,3,17489
2312205,129,2,43360
2312304,145,4,46648
2312403,148,2,48265
2312502,49,1,7621
2312601,45,1,12849
2312700,110,4,26447
2312809,35,0,7513
2312908,350,7,205529
2313005,85,1,18158
2313104,108,1,30489
2313203,100,3,25525
2313252,29,0,8852
2313302,164,3,58119
2313351,61,0,18902
2313401,187,2,74719
2313500,139,2,55207
2313559,70,1,15935
2313609,111,1,34332
2313708,36,0,7671
2313757,63,1,19679
2313807,82,1,21609
2313906,59,2,13677
2313955,70,1,18239
2314003,126,1,40440
2314102,198,4,60030
2400109,58,0,11333
2400208,137,1,58183
2400307,51,0,11211
2400406,24,1,3260
2400505,56,0,13827
2400604,28,1,4854
2400703,40,0,14365
2400802,54,1,11909
2400901,41,0,7237
2401008,108,3,36323
2401107,99,1,27401
2401206,50,1,14307
2401305,40,1,9768
2401404,41,0,9309
2401453,82,1,28085
2401503,15,0,4064
2401602,18,0,5527
2401651,10,0,2307
2401701,42,0,10254
2401800,63,0,12720
2401859,25,0,6624
2401909,15,0,3680
2402006,183,2,68222
2402105,45,0,11244
2402204,110,0,34267
2402303,81,3,20707
2402402,38,0,8188
2402501,18,0,10715
2402600,185,2,73849
2402709,42,0,11344
2402808,27,1,5593
2402907,27,0,4980
2403004,44,0,8147
2403103,136,2,45228
2403202,29,0,7190
2403251,358,5,254709
2403301,28,0,5666
2403400,24,0,6119
2403509,47,1,10702
2403608,117,1,28331
2403707,30,0,6052
2403756,13,0,3072
2403806,44,2,9262
2403905,21,1,2890
2404002,26,0,4180
2404101,8,1,2715
2404200,88,0,26068
2404309,47,1,13157
2404408,37,1,10386
2404507,54,1,15309
2404606,45,0,13714
2404705,52,1,15464
2404804,10,1,2251
2404853,34,0,7571
2404903,31,0,5930
2405009,39,1,9068
2405108,37,0,6942
2405207,26,1,5386
2405306,38,0,10096
2405405,25,0,5247
2405504,16,0,2663
2405603,63,0,14858
2405702,59,1,12579
2405801,102,0,35087
2405900,24,0,2695
2406007,33,2,6050
2406106,66,1,18530
2406155,21,1,3910
2406205,30,1,6793
2406304,44,0,7579
2406403,16,0,2771
2406502,54,1,15590
2406601,33,0,8269
2406700,47,1,11316
2406809,22,0,4822
2406908,27,0,4002
2407005,44,1,10211
2407104,187,3,80031
2407203,91,1,31859
2407252,25,2,4002
2407302,48,1,8492
2407401,44,0,8793
2407500,41,0,12223
2407609,18,1,4608
2407708,51,0,11503
2407807,72,0,22462
2407906,12,1,2178
2408003,419,4,295619
2408102,776,9,885180
2408201,99,1,27372
2408300,139,0,37695
2408409,27,0,4349
2408508,24,0,4882
2408607,29,0,4276
2408706,25,0,3859
2408805,29,1,5258
2408904,66,1,21669
2408953,43,1,10901
2409100,49,1,13099
2409209,25,1,3109
2409308,49,2,12844
2409332,16,0,5500
2409407,88,1,30452
2409506,16,0,3356
2409605,9,0,2532
2409704,25,0,6938
2409803,63,0,14954
2409902,52,0,15083
2410009,25,0,3836
2410108,54,0,15418
2410207,42,1,7909
2410256,23,0,6789
2410306,45,0,10099
2410405,34,1,9568
2410504,28,0,5115
2410603,21,0,3234
2410702,22,0,3566
2410801,28,0,4277
2410900,25,0,8075
2411007,26,0,4545
2411056,28,1,4100
2411106,18,0,3669
2411205,116,2,39667
2411403,47,0,13289
2411429,12,0,2701
2411502,69,0,24220
2411601,15,0,2846
2411700,11,0,4425
2411809,18,0,3617
2411908,20,1,4238
2412005,231,3,101492
2412104,42,1,6260
2412203,132,2,43995
2412302,51,0,13007
2412401,17,0,4643
2412500,93,2,23610
2412559,19,0,9606
2412609,68,0,17572
2412708,30,1,6139
2412807,44,0,8343
2412906,50,0,11223
2413003,35,0,6469
2413102,31,0,6188
2413201,12,0,4423
2413300,25,1,5870
2413359,50,0,11838
2413409,26,2,8175
2413508,40,0,6422
2413557,30,2,4841
2413607,30,0,3150
2413706,21,0,5528
2413805,12,0,2566
2413904,56,0,12428
2414001,55,1,15866
2414100,35,1,10814
2414159,27,1,5912
2414209,55,0,13895
2414308,23,0,2437
2414407,94,0,34043
2414456,20,0,3327
2414506,42,1,10781
2414605,52,0,14609
2414704,26,0,5554
2414753,16,0,4187
2414803,63,0,12371
2414902,10,1,1731
2415008,12,0,3173
2500106,35,1,10258
2500205,25,0,5562
2500304,96,1,28565
2500403,73,0,20689
2500502,44,0,14464
2500536,35,0,5499
2500577,21,0,2501
2500601,75,2,19579
2500700,71,0,17940
2500734,14,1,2246
2500775,34,0,8430
2500809,58,1,17003
2500908,50,0,13538
2501005,72,2,20418
2501104,79,2,22776
2501153,12,0,2126
2501203,37,0,6975
2501302,78,1,19154
2501351,21,1,3921
2501401,36,1,9070
2501500,84,1,21156
2501534,27,0,4925
2501575,33,1,8241
2501609,44,0,15421
2501708,28,0,5979
